Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2220XXXXXE3.jpg","56-MAL222051012E3-ND","MAL222051012E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 7F 2.7V 1000H","0","1.63369","0","1500","Box","ENYCAP™ 220 EDLC","Active","7 F","-20%, +50%","2.7 V","24mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DCN%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG","1572-1250-ND","304DCN2R7SCBB","Illinois Capacitor","Illinois Capacitor","CAP 300MF -20%, +50% 2.7V T/H","0","1.68","0","1","Bulk","DCN","Active","300 mF","-20%, +50%","2.7 V","1Ohm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.059"" (1.50mm)","0.157"" Dia (4.00mm)","0.492"" (12.50mm)","-40°C ~ 60°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","-","56-MAL222031011E3-ND","MAL222031011E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 5F 2.7V 1000H","0","1.68694","0","1600","Box","ENYCAP™ 220 EDLC","Active","5 F","-20%, +50%","2.7 V","28mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2220XXXXXE3.jpg","56-MAL222051014E3-ND","MAL222051014E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 8F 2.7V 1000H","0","1.69645","0","1500","Box","ENYCAP™ 220 EDLC","Active","8 F","-20%, +50%","2.7 V","21mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-220-EDLC-Series.jpg","56-MAL222031012E3-ND","MAL222031012E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 7F 2.7V 1000H","0","1.70025","0","1600","Box","ENYCAP™ 220 EDLC","Active","7 F","-20%, +50%","2.7 V","24mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0810-2R7105-R.JPG","283-4198-ND","HV0810-2R7105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -10% +30% 2.7V T/H","73,124","1.71","0","1","Bulk","HV","Active","1 F","-10%, +30%","2.7 V","200mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.532"" (13.50mm)","-40°C ~ 65°C"
"http://datasheets.avx.com/AVX-SCC.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","SCCS25B705PRB-ND","SCCS25B705PRB","AVX Corporation","AVX Corporation","CAPACITOR 7F 0% +100% 2.7V T/H","0","1.71166","0","900","Bulk","SCC","Active","7 F","0%, +100%","2.7 V","60mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.217"" (5.50mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 65°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2225XXXXXE3.jpg","56-MAL222551012E3-ND","MAL222551012E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 7F 2.7V 1000H","0","1.71547","0","1500","Box","ENYCAP™ 225 EDLC-R","Active","7 F","-20%, +50%","2.7 V","24mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"-","//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPM3225A-1210-(3225-Metric).jpg","CPM3225A-ND","CPM3225A","Seiko Instruments","Seiko Instruments","DOUBLE LAYER ELECTRIC CAPACITOR,","0","1.71642","0","10000","Tape & Reel (TR)","CPM","Active","11.5 mF","-","2.6 V","-","-","-","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.039"" (1.00mm)","-"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/EDC_Type_DS.pdf","-","338-EDC104Z6R3C-ND","EDC104Z6R3C","Cornell Dubilier Electronics (CDE)","Cornell Dubilier Electronics (CDE)","0.1F, 6.3V","0","1.74223","0","2000","Bulk","EDC","Active","100 mF","-20%, +80%","6.3 V","120Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 70°C"
"-","-","HV0820-2R7305-AP-ND","HV0820-2R7305-AP","Eaton - Electronics Division","Eaton - Electronics Division","CAP 3F -10% +30% 2.7V T/H","0","1.7535","0","1000","Tape & Box (TB)","HV","Active","3 F","-10%, +30%","2.7 V","80mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.827"" (21.00mm)","-40°C ~ 65°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-220-EDLC-Series.jpg","56-MAL222031014E3-ND","MAL222031014E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 8F 2.7V 1000H","0","1.76301","0","1500","Box","ENYCAP™ 220 EDLC","Active","8 F","-20%, +50%","2.7 V","21mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-225-EDLC-R-Series.jpg","56-MAL222531011E3-ND","MAL222531011E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 5F 2.7V 1000H","0","1.76681","0","1600","Box","ENYCAP™ 225 EDLC-R","Active","5 F","-20%, +50%","2.7 V","28mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/DSFyyyQ_Series_DS.pdf","//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MFG_DSF_Rad.jpg","1572-DSF305Q3R0-ND","DSF305Q3R0","Illinois Capacitor","Illinois Capacitor","3F 3.0V 8*20","3,440","1.77","0","1","Bulk","DSF","Active","3 F","-10%, +30%","3 V","80mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-40°C ~ 65°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","-","56-MAL222531012E3-ND","MAL222531012E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 7F 2.7V 1000H","0","1.78013","0","1600","Box","ENYCAP™ 225 EDLC-R","Active","7 F","-20%, +50%","2.7 V","24mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2225XXXXXE3.jpg","56-MAL222551014E3-ND","MAL222551014E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 8F 2.7V 1500H","0","1.78203","0","1500","Box","ENYCAP™ 225 EDLC-R","Active","8 F","-20%, +50%","2.7 V","21mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-b-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2013.5H,8.0D.jpg","283-2776-ND","B0810-2R5105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 2.5V T/H","19,741","1.79","0","1","Bulk","B","Active","1 F","-20%, +80%","2.5 V","500mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.335"" Dia (8.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DER%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG","106DER2R5SGW-ND","106DER2R5SGW","Illinois Capacitor","Illinois Capacitor","CAP 10F -20%, +50% 2.5V T/H","0","1.79953","0","12000","Bulk","DER","Active","10 F","-20%, +50%","2.5 V","100mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.260"" (32.00mm)","-25°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/EDS_Type_DS.pdf","-","338-EDS224Z5R5C-ND","EDS224Z5R5C","Cornell Dubilier Electronics (CDE)","Cornell Dubilier Electronics (CDE)","0.22F, 5.5V","0","1.81559","0","2000","Bulk","EDS","Active","220 mF","-20%, +80%","5.5 V","75Ohm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2220XXXXXE3.jpg","56-MAL222051015E3-ND","MAL222051015E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 12F 2.7V 1000H","0","1.82197","0","1000","Box","ENYCAP™ 220 EDLC","Active","12 F","-20%, +50%","2.7 V","19mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DCR%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG","226DCR2R3STU-ND","226DCR2R3STU","Illinois Capacitor","Illinois Capacitor","CAP 22F -20% +50% 2.3V T/H","0","1.82482","0","6000","Bulk","DCR","Active","22 F","-20%, +50%","2.3 V","120mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can - Snap-In","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.846"" (21.50mm)","-25°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/EDC_Type_DS.pdf","-","338-EDC224Z6R3C-ND","EDC224Z6R3C","Cornell Dubilier Electronics (CDE)","Cornell Dubilier Electronics (CDE)","0.22F, 6.3V","0","1.82482","0","2000","Bulk","EDC","Active","220 mF","-20%, +80%","6.3 V","75Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 70°C"
"-","-","B0810-2R5105-AP-ND","B0810-2R5105-AP","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 2.5V T/H","0","1.82767","0","1000","Tape & Box (TB)","B","Active","1 F","-20%, +80%","2.5 V","500mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.335"" Dia (8.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2225XXXXXE3.jpg","56-MAL222551015E3-ND","MAL222551015E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 12F 2.7V 1500H","0","1.84493","0","1000","Box","ENYCAP™ 225 EDLC-R","Active","12 F","-20%, +50%","2.7 V","19mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","-","56-MAL222531014E3-ND","MAL222531014E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 8F 2.7V 1500H","0","1.84859","0","1500","Box","ENYCAP™ 225 EDLC-R","Active","8 F","-20%, +50%","2.7 V","21mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Nichicon%20PDFs/UM%20Series%20EVerCap.pdf","//media.digikey.com/photos/Nichicon%20Photos/JUMT1474MED.JPG","493-3290-ND","JUMT1474MED","Nichicon","Nichicon","CAP 470MF 20% 2.7V T/H","3,001","1.85","0","1","Bulk","EVerCAP® JUM","Active","470 mF","±20%","2.7 V","4Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.413"" (10.50mm)","-25°C ~ 70°C"
"https://www.vishay.com/docs/28450/230edlc-hv-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2230XXXXXE3.jpg","56-MAL223031011E3-ND","MAL223031011E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 5F 3V 1000H","0","1.8596","0","1600","Box","ENYCAP™ 230 EDLC-HV","Active","5 F","-20%, +50%","3 V","32mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2220XXXXXE3.jpg","56-MAL222031013E3-ND","MAL222031013E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 10F 2.7V 1000H","0","1.8706","0","1600","Box","ENYCAP™ 220 EDLC","Active","10 F","-20%, +50%","2.7 V","20mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.260"" (32.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28450/230edlc-hv-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-230-EDLC-HV-Series.jpg","56-MAL223031012E3-ND","MAL223031012E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 7F 3V 1000H","0","1.87427","0","1600","Box","ENYCAP™ 230 EDLC-HV","Active","7 F","-20%, +50%","3 V","28mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DER%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG","106DER2R5STV-ND","106DER2R5STV","Illinois Capacitor","Illinois Capacitor","CAP 10F -20%, +50% 2.5V T/H","0","1.87902","0","12000","Bulk","DER","Active","10 F","-20%, +50%","2.5 V","100mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-25°C ~ 70°C"
"https://www.vishay.com/docs/28450/230edlc-hv-enycap.pdf","-","56-MAL223051012E3-ND","MAL223051012E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 7F 3V 1000H","0","1.87902","0","1500","Box","ENYCAP™ 230 EDLC-HV","Active","7 F","-20%, +50%","3 V","28mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28450/230edlc-hv-enycap.pdf","-","56-MAL223051014E3-ND","MAL223051014E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 8F 3V 1500H","0","1.88161","0","1500","Box","ENYCAP™ 230 EDLC-HV","Active","8 F","-20%, +50%","3 V","25mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-220-EDLC-Series.jpg","56-MAL222031015E3-ND","MAL222031015E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 12F 2.7V 1000H","0","1.88663","0","1000","Box","ENYCAP™ 220 EDLC","Active","12 F","-20%, +50%","2.7 V","19mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28455/235edlc-hvr-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2235XXXXXE3.jpg","56-MAL223551012E3-ND","MAL223551012E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 7F 3V 1000H","0","1.90177","0","1500","Box","ENYCAP™ 235 EDLC-HVR","Active","7 F","-20%, +50%","3 V","28mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2220XXXXXE3.jpg","56-MAL222051016E3-ND","MAL222051016E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 15F 2.7V 1000H","0","1.90361","0","1000","Box","ENYCAP™ 220 EDLC","Active","15 F","-20%, +50%","2.7 V","16mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.181"" (30.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-225-EDLC-R-Series.jpg","56-MAL222531015E3-ND","MAL222531015E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 12F 2.7V 1500H","0","1.90911","0","1000","Box","ENYCAP™ 225 EDLC-R","Active","12 F","-20%, +50%","2.7 V","19mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/EDS_Type_DS.pdf","-","338-EDS334Z5R5C-ND","EDS334Z5R5C","Cornell Dubilier Electronics (CDE)","Cornell Dubilier Electronics (CDE)","0.33F, 5.5V","0","1.91516","0","2000","Bulk","EDS","Active","330 mF","-20%, +80%","5.5 V","75Ohm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DSK-3R3E224U-E.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-DSK-3R3E224U-ETR-ND,604-DSK-3R3E224U-ECT-ND,604-DSK-3R3E224U-EDKR-ND","DSK-3R3E224U-E","Elna America","Elna America","CAP 220MF -20% +80% 3.3V SMD","0","1.92","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DSK","Active","220 mF","-20%, +80%","3.3 V","200Ohm @ 1kHz","500 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","-","-","-10°C ~ 60°C"
"https://www.vishay.com/docs/28450/230edlc-hv-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2230XXXXXE3.jpg","56-MAL223031014E3-ND","MAL223031014E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 8F 3V 1500H","0","1.94396","0","1500","Box","ENYCAP™ 230 EDLC-HV","Active","8 F","-20%, +50%","3 V","25mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28455/235edlc-hvr-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-235-EDLC-HVR-Series.jpg","56-MAL223531011E3-ND","MAL223531011E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 5F 3V 1000H","0","1.95129","0","1600","Box","ENYCAP™ 235 EDLC-HVR","Active","5 F","-20%, +50%","3 V","32mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Cornell%20Dubilier%20PDFs/EDC_Type_DS.pdf","-","338-EDC334Z6R3C-ND","EDC334Z6R3C","Cornell Dubilier Electronics (CDE)","Cornell Dubilier Electronics (CDE)","0.33F, 6.3V","0","1.9513","0","2000","Bulk","EDC","Active","330 mF","-20%, +80%","6.3 V","75Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.374"" (9.50mm)","-25°C ~ 70°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-225-EDLC-R-Series.jpg","56-MAL222531013E3-ND","MAL222531013E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 10F 2.7V 1000H","0","1.9623","0","1600","Box","ENYCAP™ 225 EDLC-R","Active","10 F","-20%, +50%","2.7 V","20mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.260"" (32.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28455/235edlc-hvr-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-235-EDLC-HVR-Series.jpg","56-MAL223531012E3-ND","MAL223531012E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 7F 3V 1000H","0","1.96596","0","1600","Box","ENYCAP™ 235 EDLC-HVR","Active","7 F","-20%, +50%","3 V","28mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-220-EDLC-Series.jpg","56-MAL222031016E3-ND","MAL222031016E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 15F 2.7V 1000H","0","1.9678","0","1000","Box","ENYCAP™ 220 EDLC","Active","15 F","-20%, +50%","2.7 V","16mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.181"" (30.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28455/235edlc-hvr-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2235XXXXXE3.jpg","56-MAL223551014E3-ND","MAL223551014E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 8F 3V 1500H","0","1.97697","0","1500","Box","ENYCAP™ 235 EDLC-HVR","Active","8 F","-20%, +50%","3 V","25mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
